biz,sf,dev,nb,n_peers,C,E,expected,O_E,p,peer_rate,alert_peer,注目度,cover
E1,SF-101,M02,1,6,691.0,179080,162.5,4.252307692307692,1.3471827525177226e-160,0.0009074156801429529,True,2.126,36
E1,SF-102,M06,1,6,490.0,179080,199.33333333333334,2.4581939799331103,5.114519743231487e-55,0.0011130965676420222,True,1.229,36
E1,SF-100,M01,1,6,186.0,179080,213.16666666666666,0.8725566849100861,0.9637774461413195,0.0011903432357977812,False,0.0,36
E1,SF-100,M02,1,6,215.0,179080,208.33333333333334,1.032,0.3457494471906488,0.0011633534360807089,False,0.0,36
E1,SF-100,M03,1,6,209.0,179080,209.33333333333331,0.998407643312102,0.5198559404180189,0.0011689375325738961,False,0.0,36
E1,SF-100,M04,1,6,236.0,179080,204.83333333333334,1.1521562245728234,0.026580861542035237,0.001143809098354553,False,0.0,36
E1,SF-100,M05,1,6,219.0,179080,207.66666666666669,1.0545746388443016,0.24426797713700313,0.0011596307050852506,False,0.0,36
E1,SF-100,M06,1,6,196.0,179080,211.5,0.9267139479905437,0.8484819635263866,0.0011810364083091355,False,0.0,36
E1,SF-100,M07,1,6,204.0,179080,210.16666666666666,0.9706582077716098,0.6644732854025333,0.001173590946318219,False,0.0,36
E1,SF-101,M01,1,5,174.0,179080,160.2,1.0861423220973783,0.1719753423712129,0.0008945722582086219,False,0.0,36
E1,SF-101,M03,1,5,185.0,179080,158.0,1.1708860759493671,0.030907045034150243,0.0008822872459236095,False,0.0,36
E1,SF-101,M04,1,5,161.0,179080,162.8,0.9889434889434888,0.5645692324940306,0.0009090909090909091,False,0.0,36
E1,SF-101,M05,1,5,156.0,179080,163.8,0.9523809523809523,0.7242107459462593,0.0009146750055840965,False,0.0,36
E1,SF-101,M06,1,5,158.0,179080,163.4,0.9669522643818849,0.663423059583292,0.0009124413669868215,False,0.0,36
E1,SF-101,M07,1,5,141.0,179080,166.8,0.8453237410071942,0.9723841126932479,0.0009314272950636587,False,0.0,36
E1,SF-102,M01,1,5,214.0,179080,196.4,1.0896130346232178,0.13619791658324898,0.0010967165512620058,False,0.0,36
E1,SF-102,M02,1,5,179.0,179080,203.4,0.8800393313667649,0.9485800978061609,0.0011358052267143176,False,0.0,36
E1,SF-102,M03,1,5,185.0,179080,202.2,0.9149357072205737,0.8757359364743409,0.0011291043109224927,False,0.0,36
E1,SF-102,M04,1,5,201.0,179080,198.99999999999997,1.0100502512562815,0.4605436956509785,0.001111235202144293,False,0.0,36
E1,SF-102,M05,1,5,210.0,179080,197.2,1.0649087221095335,0.21415257183562877,0.0011011838284565557,False,0.0,36
E1,SF-102,M07,1,5,207.0,179080,197.79999999999998,1.0465116279069768,0.28706470654697036,0.0011045342863524681,False,0.0,36
E1,SF-103,M01,2,6,242.0,179080,255.5,0.9471624266144814,0.7927975953287787,0.0014267366540093812,False,0.0,36
E1,SF-103,M02,2,6,224.0,179080,258.5,0.8665377176015474,0.980629899974403,0.0014434889434889436,False,0.0,36
E1,SF-103,M03,2,6,260.0,179080,252.5,1.0297029702970297,0.341314432899003,0.001409984364529819,False,0.0,36
E1,SF-103,M04,2,6,260.0,179080,252.5,1.0297029702970297,0.341314432899003,0.001409984364529819,False,0.0,36
E1,SF-103,M05,2,6,253.0,179080,253.66666666666666,0.997371879106439,0.5257658845242955,0.001416499143771871,False,0.0,36
E1,SF-103,M06,2,6,274.0,179080,250.16666666666666,1.09526982011992,0.08924266343171808,0.0013969548060457151,False,0.0,36
E1,SF-103,M07,2,6,262.0,179080,252.16666666666666,1.038995373430271,0.29338834815800907,0.0014081229990320898,False,0.0,36
E1,SF-104,M01,1,2,160.0,179080,190.00000000000003,0.8421052631578946,0.9703007961106945,0.0010609783337056065,False,0.0,36
E1,SF-104,M02,2,2,376.0,179080,357.5,1.0517482517482517,0.22318928059605073,0.0019963144963144963,False,0.0,36
E1,SF-104,M03,1,2,189.0,179080,175.5,1.0769230769230769,0.2183067240190514,0.000980008934554389,False,0.0,36
E1,SF-104,M05,2,2,352.0,179080,369.49999999999994,0.9526387009472261,0.7822976843687685,0.002063323654232745,False,0.0,36
E1,SF-104,M06,1,2,191.0,179080,174.5,1.0945558739255015,0.1687923770558367,0.0009744248380612017,False,0.0,36
E1,SF-104,M07,2,2,363.0,179080,364.00000000000006,0.9972527472527472,0.5284488140550554,0.0020326111235202146,False,0.0,36
E1,SF-105,M01,1,6,57.0,179080,50.833333333333336,1.1213114754098361,0.2334669367065547,0.00028385823840369295,False,0.0,36
E1,SF-105,M02,1,6,50.0,179080,52.0,0.9615384615384616,0.6241826632493956,0.0002903730176457449,False,0.0,36
E1,SF-105,M03,1,6,51.0,179080,51.833333333333336,0.9839228295819935,0.5655106713471517,0.00028944233489688035,False,0.0,36
E1,SF-105,M04,1,6,45.0,179080,52.833333333333336,0.8517350157728706,0.8615758279613656,0.00029502643139006776,False,0.0,36
E1,SF-105,M05,1,6,51.0,179080,51.833333333333336,0.9839228295819935,0.5655106713471517,0.00028944233489688035,False,0.0,36
E1,SF-105,M06,1,6,54.0,179080,51.33333333333333,1.051948051948052,0.38792702207870317,0.0002866502866502866,False,0.0,36
E1,SF-105,M07,1,6,54.0,179080,51.33333333333333,1.051948051948052,0.38792702207870317,0.0002866502866502866,False,0.0,36
